path,width,height
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_563/lumos_x_563_2.Dcm,1869,2506
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_597/lumos_x_597_1.Dcm,1534,2966
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_597/lumos_x_597_2.Dcm,1639,2642
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_590/lumos_x_590_1.Dcm,1768,2977
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_590/lumos_x_590_2.Dcm,1771,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_564/lumos_x_564_1.Dcm,1699,2968
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_564/lumos_x_564_2.Dcm,1680,2987
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_565/lumos_x_565_1.Dcm,1728,2988
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_565/lumos_x_565_2.Dcm,2236,2983
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_591/lumos_x_591_1.Dcm,1672,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_591/lumos_x_591_2.Dcm,1674,2977
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_596/lumos_x_596_1.Dcm,1769,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_596/lumos_x_596_2.Dcm,1623,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_562/lumos_x_562_1.Dcm,1759,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_562/lumos_x_562_2.Dcm,1783,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_554/lumos_x_554_1.Dcm,1639,2715
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_554/lumos_x_554_2.Dcm,1738,2703
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_598/lumos_x_598_1.Dcm,1685,2920
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_598/lumos_x_598_2.Dcm,1685,2906
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_553/lumos_x_553_1.Dcm,1301,2781
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_553/lumos_x_553_2.Dcm,1427,2515
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_649/lumos_x_649_1.Dcm,1778,2542
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_649/lumos_x_649_2.Dcm,1686,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_640/lumos_x_640_1.Dcm,1723,2986
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_640/lumos_x_640_2.Dcm,1726,2989
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_647/lumos_x_647_1.Dcm,1589,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_647/lumos_x_647_2.Dcm,1778,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_613/lumos_x_613_1.Dcm,1735,2685
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_613/lumos_x_613_2.Dcm,1914,2624
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_614/lumos_x_614_1.Dcm,1691,2964
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_614/lumos_x_614_2.Dcm,1717,2967
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_622/lumos_x_622_1.Dcm,1747,2986
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_622/lumos_x_622_2.Dcm,1757,2988
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_625/lumos_x_625_1.Dcm,1287,2685
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_625/lumos_x_625_2.Dcm,1705,2494
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_646/lumos_x_646_1.Dcm,1850,2982
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_646/lumos_x_646_2.Dcm,1669,2982
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_641/lumos_x_641_1.Dcm,1723,2975
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_641/lumos_x_641_2.Dcm,1850,2971
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_648/lumos_x_648_1.Dcm,1761,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_648/lumos_x_648_2.Dcm,1797,2707
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_670/lumos_x_670_1.Dcm,1826,2852
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_670/lumos_x_670_2.Dcm,2082,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_624/lumos_x_624_1.Dcm,1753,2979
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_624/lumos_x_624_2.Dcm,1746,2981
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_623/lumos_x_623_1.Dcm,1691,2918
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_623/lumos_x_623_2.Dcm,1704,2907
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_615/lumos_x_615_1.Dcm,1539,2490
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_615/lumos_x_615_2.Dcm,1506,2165
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_612/lumos_x_612_1.Dcm,1652,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_541_670_dcm/lumos_x_612/lumos_x_612_2.Dcm,1922,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_782/lumos_x_782_1.Dcm,1765,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_782/lumos_x_782_2.Dcm,1942,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_785/lumos_x_785_1.Dcm,1680,2971
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_785/lumos_x_785_2.Dcm,1234,2970
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_784/lumos_x_784_1.Dcm,1707,2974
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_784/lumos_x_784_2.Dcm,2138,2988
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_783/lumos_x_783_1.Dcm,1705,2977
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_783/lumos_x_783_2.Dcm,2993,2987
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_790/lumos_x_790_1.Dcm,1962,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_790/lumos_x_790_2.Dcm,1942,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_788/lumos_x_788_1.Dcm,1987,3032
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_788/lumos_x_788_2.Dcm,2268,3013
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_786/lumos_x_786_1.Dcm,1729,2976
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_786/lumos_x_786_2.Dcm,1965,2972
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_781/lumos_x_781_1.Dcm,1701,2985
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_781/lumos_x_781_2.Dcm,1710,2980
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_787/lumos_x_787_1.Dcm,1544,2618
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_787/lumos_x_787_2.Dcm,1524,2375
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_789/lumos_x_789_1.Dcm,1516,2638
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_781_790_dcm/lumos_x_789/lumos_x_789_2.Dcm,1449,2799
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_803/lumos_x_803_1.Dcm,1714,2966
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_803/lumos_x_803_2.Dcm,1802,2961
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_802/lumos_x_802_1.Dcm,1678,2939
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_802/lumos_x_802_2.Dcm,1678,2399
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_797/lumos_x_797_1.Dcm,1517,2751
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_797/lumos_x_797_2.Dcm,1510,2353
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_799/lumos_x_799_1.Dcm,1746,2991
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_799/lumos_x_799_2.Dcm,1595,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_798/lumos_x_798_1.Dcm,1793,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_798/lumos_x_798_2.Dcm,1787,2977
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_796/lumos_x_796_1.Dcm,1738,2987
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_796/lumos_x_796_2.Dcm,1740,2987
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_791/lumos_x_791_1.Dcm,1714,2962
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_791/lumos_x_791_2.Dcm,1715,2970
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_800/lumos_x_800_1.Dcm,1759,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_800/lumos_x_800_2.Dcm,1932,2986
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_801/lumos_x_801_1.Dcm,1729,2992
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_801/lumos_x_801_2.Dcm,1725,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_794/lumos_x_794_1.Dcm,1332,2599
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_794/lumos_x_794_2.Dcm,1318,2406
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_793/lumos_x_793_1.Dcm,1820,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_793/lumos_x_793_2.Dcm,1998,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_792/lumos_x_792_1.Dcm,1617,2578
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_792/lumos_x_792_2.Dcm,1664,2610
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_795/lumos_x_795_1.Dcm,1585,2977
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_791_803_dcm/lumos_x_795/lumos_x_795_2.Dcm,1502,2419
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_778/lumos_x_778_1.Dcm,1789,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_778/lumos_x_778_2.Dcm,1786,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_776/lumos_x_776_1.Dcm,1556,2821
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_776/lumos_x_776_2.Dcm,1872,2833
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_771/lumos_x_771_1.Dcm,1578,2883
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_771/lumos_x_771_2.Dcm,1769,2852
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_777/lumos_x_777_1.Dcm,1653,2413
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_777/lumos_x_777_2.Dcm,2218,2498
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_779/lumos_x_779_1.Dcm,1435,2862
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_779/lumos_x_779_2.Dcm,1622,2612
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_772/lumos_x_772_1.Dcm,1666,2434
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_772/lumos_x_772_2.Dcm,1465,2335
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_775/lumos_x_775_1.Dcm,1729,2996
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_775/lumos_x_775_2.Dcm,2358,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_780/lumos_x_780_1.Dcm,1783,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_780/lumos_x_780_2.Dcm,1966,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_774/lumos_x_774_1.Dcm,1724,2980
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_774/lumos_x_774_2.Dcm,2106,2704
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_773/lumos_x_773_1.Dcm,1887,3248
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_771_780_dcm/lumos_x_773/lumos_x_773_2.Dcm,1799,2953
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_490/lumos_x_490_1.Dcm,1796,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_490/lumos_x_490_2.Dcm,1800,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_464/lumos_x_464_1.Dcm,1421,2224
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_464/lumos_x_464_2.Dcm,1842,2200
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_463/lumos_x_463_1.Dcm,1726,2969
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_463/lumos_x_463_2.Dcm,2252,2973
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_497/lumos_x_497_1.Dcm,1745,2602
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_497/lumos_x_497_2.Dcm,1964,2739
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_455/lumos_x_455_1.Dcm,1759,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_455/lumos_x_455_2.Dcm,1754,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_452/lumos_x_452_1.Dcm,1713,2973
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_452/lumos_x_452_2.Dcm,2045,2970
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_499/lumos_x_499_1.Dcm,1746,2986
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_499/lumos_x_499_2.Dcm,1746,2987
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_439/lumos_x_439_1.Dcm,1668,2949
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_439/lumos_x_439_2.Dcm,2115,2938
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_406/lumos_x_406_1.Dcm,1750,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_406/lumos_x_406_2.Dcm,1746,2983
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_401/lumos_x_401_1.Dcm,1744,2979
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_401/lumos_x_401_2.Dcm,1748,2976
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_408/lumos_x_408_1.Dcm,1730,2988
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_408/lumos_x_408_2.Dcm,2155,2981
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_437/lumos_x_437_1.Dcm,1482,2950
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_437/lumos_x_437_2.Dcm,2528,2945
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_295/lumos_x_295_1.Dcm,1555,2957
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_295/lumos_x_295_2.Dcm,1902,2971
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_292/lumos_x_292_1.Dcm,1673,2950
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_292/lumos_x_292_2.Dcm,1685,2939
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_430/lumos_x_430_1.Dcm,1731,2933
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_430/lumos_x_430_2.Dcm,1731,2927
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_453/lumos_x_453_1.Dcm,1952,3000
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_453/lumos_x_453_2.Dcm,2652,3000
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_498/lumos_x_498_1.Dcm,1678,2533
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_498/lumos_x_498_2.Dcm,1940,2570
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_454/lumos_x_454_1.Dcm,1497,2693
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_454/lumos_x_454_2.Dcm,1506,2425
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_496/lumos_x_496_1.Dcm,1829,2996
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_496/lumos_x_496_2.Dcm,1843,2934
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_462/lumos_x_462_1.Dcm,1911,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_462/lumos_x_462_2.Dcm,2131,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_465/lumos_x_465_1.Dcm,1462,2486
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_465/lumos_x_465_2.Dcm,1641,2353
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_491/lumos_x_491_1.Dcm,1771,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_491/lumos_x_491_2.Dcm,1781,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_431/lumos_x_431_1.Dcm,1731,2980
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_431/lumos_x_431_2.Dcm,1729,2953
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_293/lumos_x_293_1.Dcm,1656,2659
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_293/lumos_x_293_2.Dcm,1568,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_409/lumos_x_409_1.Dcm,1818,2861
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_409/lumos_x_409_2.Dcm,1982,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_294/lumos_x_294_1.Dcm,1758,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_294/lumos_x_294_2.Dcm,2139,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_436/lumos_x_436_1.Dcm,1647,2642
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_436/lumos_x_436_2.Dcm,1934,2724
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_400/lumos_x_400_1.Dcm,1794,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_400/lumos_x_400_2.Dcm,1746,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_438/lumos_x_438_1.Dcm,1460,2576
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_438/lumos_x_438_2.Dcm,1770,2640
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_407/lumos_x_407_1.Dcm,1602,2546
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_407/lumos_x_407_2.Dcm,1901,2413
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_323/lumos_x_323_1.Dcm,1766,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_323/lumos_x_323_2.Dcm,1774,2998
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_324/lumos_x_324_1.Dcm,1693,2976
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_324/lumos_x_324_2.Dcm,1792,2978
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_312/lumos_x_312_1.Dcm,1701,2987
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_312/lumos_x_312_2.Dcm,1585,2976
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_312/lumos_x_312_3.Dcm,2098,2977
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_312/lumos_x_312_4.Dcm,1941,2977
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_315/lumos_x_315_1.Dcm,1631,2481
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_315/lumos_x_315_2.Dcm,1709,2405
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_528/lumos_x_528_1.Dcm,1555,2965
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_528/lumos_x_528_2.Dcm,1388,2972
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_341/lumos_x_341_1.Dcm,1714,2992
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_341/lumos_x_341_2.Dcm,1495,2727
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_517/lumos_x_517_1.Dcm,1825,2985
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_517/lumos_x_517_2.Dcm,1976,2979
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_379/lumos_x_379_1.Dcm,1526,2730
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_379/lumos_x_379_2.Dcm,1874,2892
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_510/lumos_x_510_1.Dcm,1912,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_510/lumos_x_510_2.Dcm,1911,3320
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_346/lumos_x_346_1.Dcm,1761,2914
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_346/lumos_x_346_2.Dcm,1741,2982
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_519/lumos_x_519_1.Dcm,1609,2698
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_519/lumos_x_519_2.Dcm,1632,2554
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_370/lumos_x_370_1.Dcm,1458,2429
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_370/lumos_x_370_2.Dcm,1846,2911
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_526/lumos_x_526_1.Dcm,1535,2809
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_526/lumos_x_526_2.Dcm,2103,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_384/lumos_x_384_1.Dcm,1761,3001
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_384/lumos_x_384_2.Dcm,2002,2763
/Users/Usuario/Code/master/tfm/res/dataset/lumos_x_281_540_dcm/lumos_x_348/lumos_x_348_1.Dcm,1748,2994
